[2026-02-11 10:25:25,004] INFO      [HARSHIT] Starting adapter
[2026-02-11 10:28:18,335] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:18', 'exchange_update_timestamp': '2026-02-11 10:28:18', 'exchange_timestamp': '2026-02-11 10:28:18', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.2, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785898-306929-RGZ539-ADMINAPI'}
[2026-02-11 10:28:18,335] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150583005 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 0.1, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'Replaced', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 65, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:28:18', 'LastUpdateDateTime': '2026-02-11 10:28:18', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:28:18', 'ExecutionID': '1400000048932413'}
[2026-02-11 10:28:18,381] INFO      [HARSHIT] [WS] MODIFY published | order_id=260211150583005
[2026-02-11 10:28:18,382] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'UPDATE', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:18', 'exchange_update_timestamp': '2026-02-11 10:28:18', 'exchange_timestamp': '2026-02-11 10:28:18', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.1, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XnVt4JSXX8e3X'}
[2026-02-11 10:28:25,884] INFO      [HARSHIT] COMMAND | action=MODIFY_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27500', 'ModifiedProductType': 'MIS', 'ModifiedOrderType': 'LIMIT', 'ModifiedTimeInForce': 'GFD', 'ModifiedDisclosedQuantity': 0, 'ModifiedOrderQuantity': 65, 'ModifiedLimitPrice': 0.3, 'ModifiedStopPrice': 0.0, 'LeavesQuantity': 65, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770785898, 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005'}
[2026-02-11 10:28:25,884] INFO      [HARSHIT] ZERODHA_MODIFY_REQUEST | order_id=260211150583005 payload={'quantity': 65, 'price': 0.3, 'trigger_price': 0.0, 'validity': 'DAY', 'order_type': 'LIMIT', 'disclosed_quantity': 0}
[2026-02-11 10:28:26,030] INFO      [HARSHIT] ZERODHA_MODIFY_RESPONSE | order_id=260211150583005 payload={'status': 'success', 'data': {'order_id': '260211150583005'}}
[2026-02-11 10:28:26,030] INFO      [HARSHIT] ORDER_MODIFIED | blitz=3156807902 zerodha=260211150583005
[2026-02-11 10:28:26,069] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'UPDATE', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:26', 'exchange_update_timestamp': '2026-02-11 10:28:26', 'exchange_timestamp': '2026-02-11 10:28:26', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.2, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785898-306929-RGZ539-ADMINAPI'}
[2026-02-11 10:28:26,070] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:26', 'exchange_update_timestamp': '2026-02-11 10:28:26', 'exchange_timestamp': '2026-02-11 10:28:26', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.3, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785906-27354-RGZ539-ADMINAPI'}
[2026-02-11 10:28:26,070] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150583005 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 0.1, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'Replaced', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 65, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:28:26', 'LastUpdateDateTime': '2026-02-11 10:28:26', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:28:26', 'ExecutionID': '1400000048932413'}
[2026-02-11 10:28:26,109] INFO      [HARSHIT] [WS] MODIFY published | order_id=260211150583005
[2026-02-11 10:28:28,744] INFO      [HARSHIT] COMMAND | action=CANCEL_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27500', 'LeavesQuantity': 65, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770785906, 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005'}
[2026-02-11 10:28:28,745] INFO      [HARSHIT] ZERODHA_CANCEL_REQUEST | order_id=260211150583005
[2026-02-11 10:28:28,887] INFO      [HARSHIT] ZERODHA_CANCEL_RESPONSE | order_id=260211150583005 payload={'status': 'success', 'data': {'order_id': '260211150583005'}}
[2026-02-11 10:28:28,888] INFO      [HARSHIT] ORDER_CANCELLED | blitz=3156807902 zerodha=260211150583005
[2026-02-11 10:28:28,913] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'CANCELLED', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:28', 'exchange_update_timestamp': '2026-02-11 10:28:28', 'exchange_timestamp': '2026-02-11 10:28:26', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.3, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 0, 'cancelled_quantity': 65, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785908-886081-RGZ539-ADMINAPI'}
[2026-02-11 10:28:28,914] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150583005 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 0.1, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'Cancelled', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 0, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:28:26', 'LastUpdateDateTime': '2026-02-11 10:28:28', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:28:28', 'ExecutionID': '1400000048932413'}
[2026-02-11 10:28:29,017] INFO      [HARSHIT] [WS] CANCEL published | order_id=260211150583005
[2026-02-11 10:28:29,018] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'CANCELLED', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:28', 'exchange_update_timestamp': '2026-02-11 10:28:28', 'exchange_timestamp': '2026-02-11 10:28:26', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.3, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 65, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785906-27354-RGZ539-ADMINAPI'}
[2026-02-11 10:28:57,955] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'SymbolName': 'EXCEL', 'ExchangeInstrumentName': 'EXCEL', 'ProductType': 'CNC', 'OrderType': 'LIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 1, 'LimitPrice': 1.2, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156807903, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:28:57,956] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807903
[2026-02-11 10:28:57,956] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'EXCEL', 'exchange': 'NSE', 'transaction_type': 'BUY', 'order_type': 'LIMIT', 'quantity': 1, 'product': 'CNC', 'price': 1.2, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:28:58,113] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'success', 'data': {'order_id': '260211150585960'}}
[2026-02-11 10:28:58,114] INFO      [HARSHIT] ORDER_PLACED | blitz=3156807903 zerodha=260211150585960
[2026-02-11 10:28:58,143] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150585960', 'exchange_order_id': '1100000025091297', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:58', 'exchange_update_timestamp': '2026-02-11 10:28:58', 'exchange_timestamp': '2026-02-11 10:28:58', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.2, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XiJEcM6ffLmad'}
[2026-02-11 10:28:58,143] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150585960 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807903, 'ExchangeOrderID': '260211150585960', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'CNC', 'TimeInForce': 'GFD', 'OrderPrice': 1.2, 'OrderQuantity': 1, 'OrderStopPrice': 0.0, 'OrderStatus': 'New', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 1, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:28:58', 'LastUpdateDateTime': '2026-02-11 10:28:58', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:28:58', 'ExecutionID': '1100000025091297'}
[2026-02-11 10:28:58,185] INFO      [HARSHIT] [WS] NEW order published | order_id=260211150585960
[2026-02-11 10:29:05,553] INFO      [HARSHIT] COMMAND | action=MODIFY_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'SymbolName': 'EXCEL', 'ExchangeInstrumentName': 'EXCEL', 'ModifiedProductType': 'CNC', 'ModifiedOrderType': 'LIMIT', 'ModifiedTimeInForce': 'GFD', 'ModifiedDisclosedQuantity': 0, 'ModifiedOrderQuantity': 1, 'ModifiedLimitPrice': 1.1, 'ModifiedStopPrice': 0.0, 'LeavesQuantity': 1, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770785938, 'BlitzAppOrderID': 3156807903, 'ExchangeOrderID': '260211150585960'}
[2026-02-11 10:29:05,553] INFO      [HARSHIT] ZERODHA_MODIFY_REQUEST | order_id=260211150585960 payload={'quantity': 1, 'price': 1.1, 'trigger_price': 0.0, 'validity': 'DAY', 'order_type': 'LIMIT', 'disclosed_quantity': 0}
[2026-02-11 10:29:05,721] INFO      [HARSHIT] ZERODHA_MODIFY_RESPONSE | order_id=260211150585960 payload={'status': 'success', 'data': {'order_id': '260211150585960'}}
[2026-02-11 10:29:05,722] INFO      [HARSHIT] ORDER_MODIFIED | blitz=3156807903 zerodha=260211150585960
[2026-02-11 10:29:05,767] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150585960', 'exchange_order_id': '1100000025091297', 'parent_order_id': None, 'status': 'UPDATE', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:29:05', 'exchange_update_timestamp': '2026-02-11 10:29:05', 'exchange_timestamp': '2026-02-11 10:29:05', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.2, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XiJEcM6ffLmad'}
[2026-02-11 10:29:05,768] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150585960', 'exchange_order_id': '1100000025091297', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:29:05', 'exchange_update_timestamp': '2026-02-11 10:29:05', 'exchange_timestamp': '2026-02-11 10:29:05', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.1, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785945-708316-RGZ539-ADMINAPI'}
[2026-02-11 10:29:05,769] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150585960 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807903, 'ExchangeOrderID': '260211150585960', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'CNC', 'TimeInForce': 'GFD', 'OrderPrice': 1.2, 'OrderQuantity': 1, 'OrderStopPrice': 0.0, 'OrderStatus': 'Replaced', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 1, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:29:05', 'LastUpdateDateTime': '2026-02-11 10:29:05', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:29:05', 'ExecutionID': '1100000025091297'}
[2026-02-11 10:29:05,906] INFO      [HARSHIT] [WS] MODIFY published | order_id=260211150585960
[2026-02-11 10:29:13,226] INFO      [HARSHIT] COMMAND | action=MODIFY_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'SymbolName': 'EXCEL', 'ExchangeInstrumentName': 'EXCEL', 'ModifiedProductType': 'CNC', 'ModifiedOrderType': 'LIMIT', 'ModifiedTimeInForce': 'GFD', 'ModifiedDisclosedQuantity': 0, 'ModifiedOrderQuantity': 1, 'ModifiedLimitPrice': 1.3, 'ModifiedStopPrice': 0.0, 'LeavesQuantity': 1, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770785945, 'BlitzAppOrderID': 3156807903, 'ExchangeOrderID': '260211150585960'}
[2026-02-11 10:29:13,227] INFO      [HARSHIT] ZERODHA_MODIFY_REQUEST | order_id=260211150585960 payload={'quantity': 1, 'price': 1.3, 'trigger_price': 0.0, 'validity': 'DAY', 'order_type': 'LIMIT', 'disclosed_quantity': 0}
[2026-02-11 10:29:13,401] INFO      [HARSHIT] ZERODHA_MODIFY_RESPONSE | order_id=260211150585960 payload={'status': 'success', 'data': {'order_id': '260211150585960'}}
[2026-02-11 10:29:13,401] INFO      [HARSHIT] ORDER_MODIFIED | blitz=3156807903 zerodha=260211150585960
[2026-02-11 10:29:13,437] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150585960', 'exchange_order_id': '1100000025091297', 'parent_order_id': None, 'status': 'UPDATE', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:29:13', 'exchange_update_timestamp': '2026-02-11 10:29:13', 'exchange_timestamp': '2026-02-11 10:29:13', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.1, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785945-708316-RGZ539-ADMINAPI'}
[2026-02-11 10:29:13,438] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150585960', 'exchange_order_id': '1100000025091297', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:29:13', 'exchange_update_timestamp': '2026-02-11 10:29:13', 'exchange_timestamp': '2026-02-11 10:29:13', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.3, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785953-391308-RGZ539-ADMINAPI'}
[2026-02-11 10:29:13,438] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150585960 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807903, 'ExchangeOrderID': '260211150585960', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'CNC', 'TimeInForce': 'GFD', 'OrderPrice': 1.2, 'OrderQuantity': 1, 'OrderStopPrice': 0.0, 'OrderStatus': 'Replaced', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 1, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:29:13', 'LastUpdateDateTime': '2026-02-11 10:29:13', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:29:13', 'ExecutionID': '1100000025091297'}
[2026-02-11 10:29:13,479] INFO      [HARSHIT] [WS] MODIFY published | order_id=260211150585960
[2026-02-11 10:29:13,480] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150585960', 'exchange_order_id': '1100000025091297', 'parent_order_id': None, 'status': 'COMPLETE', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:29:13', 'exchange_update_timestamp': '2026-02-11 10:29:13', 'exchange_timestamp': '2026-02-11 10:29:13', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.3, 'trigger_price': 0, 'average_price': 1.22, 'filled_quantity': 1, 'pending_quantity': 0, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785953-391308-RGZ539-ADMINAPI'}
[2026-02-11 10:29:13,480] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150585960 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807903, 'ExchangeOrderID': '260211150585960', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'CNC', 'TimeInForce': 'GFD', 'OrderPrice': 1.2, 'OrderQuantity': 1, 'OrderStopPrice': 0.0, 'OrderStatus': 'Filled', 'OrderAverageTradedPrice': 1.22, 'LeavesQuantity': 0, 'CumulativeQuantity': 1, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:29:13', 'LastUpdateDateTime': '2026-02-11 10:29:13', 'CancelRejectReason': '', 'LastTradedPrice': 1.22, 'LastTradedQuantity': 1, 'LastExecutionTransactTime': '2026-02-11 10:29:13', 'ExecutionID': '1100000025091297'}
[2026-02-11 10:29:21,730] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'SymbolName': 'EXCEL', 'ExchangeInstrumentName': 'EXCEL', 'ProductType': 'CNC', 'OrderType': 'MARKET', 'OrderSide': 'Sell', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 1, 'LimitPrice': 0.0, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156807904, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:29:21,731] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807904
[2026-02-11 10:29:21,731] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'EXCEL', 'exchange': 'NSE', 'transaction_type': 'SELL', 'order_type': 'MARKET', 'quantity': 1, 'product': 'CNC', 'price': 0.0, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:29:21,870] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'success', 'data': {'order_id': '260211150587609'}}
[2026-02-11 10:29:21,870] INFO      [HARSHIT] ORDER_PLACED | blitz=3156807904 zerodha=260211150587609
